PDB,binder
3mbz,0
2wgi,0
5tg5,1
5dva,0
5tg4,1
5dtk,0
5vfd,0
4wmc,0
1h8y,0
5qak,0
5qae,0
3fzc,0
5qab,0
5qb3,0
5qap,0
5qaw,0
5qa5,0
5qac,0
5qad,0
5qam,0
5qaj,0
5qa4,0
5qax,0
5qav,0
3fv7,0
5qb2,0
5qaq,0
5faq,0
6b22,0
5tg6,1
3lce,0
5tg7,1
5dts,0
5dtt,0
4wm9,0
5fq9,0
3fyz,0
5qat,0
5qb0,0
5qas,0
5qa6,0
5qaz,0
5qao,0
5qah,0
4wz5,0
5qaa,0
5qaf,0
5qa7,0
5qb1,0
5qar,0
5qau,0
5qa9,0
5qag,0
5qai,0
5qan,0
5w4s,0
4uia,0
1f57,0
1hee,0
3fvl,0
1cps,0
2ctc,0
1iy7,0
2pj1,0
2pj6,0
3wab,0
2pj7,0
2pj0,0
2piz,0
7cpa,0
2pj9,0
3wc7,0
5lrj,0
5lrk,0
2pj5,0
4uib,0
2pj2,0
2pjb,0
2pj3,0
2pj4,0
2piy,0
2pjc,0
5lrg,0
5zeq,0
5om9,0
3wc5,0
b67e,1
b6ad,1
4k1e,0
6pi1,0
5zdp,1
2jql,0
3twx,0
1awc,0
3twv,0
3tww,0
3twr,0
3twu,0
4z68,0
3tws,0
5gp7,0
6ZOE,1
1al7,0
1al8,0
6sze,0
4ycm,0
6bw5,0
4dgr,1
1swi,0
1czq,0
2r5d,0
2r5b,0
2r3c,0
6h1i,0
2jt6,0
6egs,0
4c1f,0
4c73,0
3rxl,0
5aei,0
4u5s,0
4u5o,0
4u5n,0
4u54,0
1iq1,0
2ynr,0
5v5o,0
5klt,0
5huy,0
5huw,0
5klr,0
4mz5,0
5ekg,0
3rz9,0
4u58,0
5umz,0
3l3q,0
4u5u,0
4zdu,0
3btr,0
3uvu,0
3q5u,0
4ba3,0
5b56,0
5w4e,0
1y2a,0
4mz6,0
5svz,0
4u5l,0
4wv6,0
4u5v,0
6f8g,0
6i5p,0
3ivq,0
3ivv,0
6i41,0
6i68,0
2vl8,0
3udm,0
6qzh,0
2ya8,0
2ya6,1
2BF6,1
7A54,1
3H73,1
3H72,1
2VVZ,1
2YA7,1
2YA6,1
2YA5,1
5KKY,1
b049,1
5d6f,0
4p00,1
4nhx,0
4nhy,0
3zxh,0
5h63,0
3k9x,0
1gi6,0
2eg7,0
2eg8,0
1xge,0
3au6,0
4cqf,0
6h4x,0
6gg5,0
5lss,0
1d6n,0
5f3z,0
5acw,1
5yr5,0
3udj,0
4ryl,0
5lgp,0
5k8v,0
5lgq,0
5ful,0
5fwa,0
5lgs,0
5e8r,0
6izq,0
5lgr,0
3smq,0
6nt2,0
5tbj,0
2y1w,0
5egs,0
2y1x,0
6arv,0
6arj,0
4gtm,0
6oh2,0
6oh3,0
6i1r,0
3rxk,0
4puj,0
2q3z,0
4nga,0
5kj2,0
5vds,0
5ajp,1
3k5i,0
6pek,0
3udp,0
1jp5,0
2znx,0
3WBD,1
1y2k,0
4ctj,0
5uwk,0
6imb,0
3iuc,0
5exw,0
3m3z,0
5f1x,0
5aqz,0
5mkr,0
3ldq,0
5f2r,0
3ldp,0
5mks,0
5evz,0
5ey4,0
5aqq,0
5aqv,0
5aqj,0
5aqp,0
5aqk,0
3atv,0
5aqn,0
4io8,0
5aqg,0
5aqu,0
5aqr,0
5aqf,0
5aqh,0
5aqo,0
5ar0,0
5aqt,0
4jn4,0
3ay9,0
3atu,0
4p0a,0
4p0b,0
4oyk,0
5u7l,0
4i2z,0
4i2w,0
3g3n,0
3dc2,0
5mlw,0
6ak4,0
2ea4,0
2wva,0
6inm,0
3zxr,0
5yql,0
5j32,0
2poq,1
2o48,0
5A05,1
6KTK,1
b24c,1
b487,1
b9ae,1
5uwl,0
5f3g,0
5aes,0
4ow0,0
5nz2,0
3a3y,1
2w0x,0
4a22,0
5j9k,0
5vdt,0
4i1r,0
6h4a,0
6b7d,0
3o3j,0
6agt,0
3m6q,0
2emt,0
1j19,0
4zyr,1
6C9W,1
4ZYR,1
2b1q,1
1U2S,1
b1d3,1
b52b,1
b946,1
1n95,0
1qxz,0
4u6c,0
4u6w,0
4pnc,0
2ggb,0
5yr4,0
2gg5,0
2gg2,0
4a6w,0
4fli,0
4a6v,0
3pkb,0
3pke,0
3pkd,0
3pkc,0
2evm,0
2evc,0
3d27,0
2gg7,0
2nq7,0
2gg0,0
2gg9,0
5yr6,0
2q92,0
2q95,0
2gg8,0
3iu7,0
3iu9,0
2nq6,0
1qxy,0
2q94,0
1qxw,0
2q93,0
4flk,0
4fll,0
4flj,0
2p98,0
4iku,0
4ikr,0
3pka,0
5ykp,0
2p9a,0
4iks,0
4ikt,0
2p99,0
4u6e,0
2bb7,0
4cwb,0
1tg5,0
3vry,0
2br6,0
4ixh,0
1pvn,0
3khj,0
5k4z,0
6d4t,0
6d4s,0
6d4r,0
6d4u,0
5j5r,0
3tsd,0
1jr1,0
5ou3,0
5ou2,0
5k4x,0
1me7,0
6d4w,0
1me8,0
6d4v,0
6d4q,0
1lrt,1
5ou1,0
1LRT,1
2knh,0
5w2p,0
5aix,0
5u7k,0
1xmu,0
3esj,0
6pfj,0
4wet,0
5n58,0
6cgp,0
5zdc,0
5zde,0
5zdd,0
5zdf,0
5zdg,0
5zbz,0
5eou,0
4la7,0
6abk,0
6aad,0
6aaq,0
6aao,0
6b27,0
4qc1,0
3nil,0
4awf,0
6f8t,0
1gja,0
1gj8,0
1gjd,0
1y2e,0
1l6y,0
3pty,1
3PTY,1
4i7b,0
2a25,0
4zup,0
6q9s,0
4bbg,0
4tsz,0
3bep,0
4ovg,0
4ovh,0
4ovf,0
3d1e,0
4mjr,0
4k3o,0
6fvo,0
5agv,0
1ok7,0
6fvn,0
4k3r,0
4mjq,0
4n99,0
3d1f,0
3d1g,0
4n98,0
3qsb,0
4k3p,0
5agu,0
4k3l,0
4k3k,0
6fvl,0
4k3q,0
5ah2,0
6fvm,0
4k3m,0
3q4j,0
3q4l,0
3q4k,0
5elz,0
1yw8,0
6pii,0
5aiv,0
1y8p,0
1y8o,0
2q8i,0
5tdw,0
5tbn,0
4l58,0
6o7g,0
2imd,0
1r4w,0
1tnj,0
2l8r,0
2pem,0
2hr6,0
1dud,0
4gv8,0
2hrm,0
5nyz,0
6ind,0
3gpo,0
4zy0,0
6emu,0
5moq,0
4m7x,0
2ews,0
4m7y,0
5jic,0
3sn7,0
1sw1,0
3ppp,0
3ppq,0
3mam,0
1sw2,0
3r6u,0
3ppr,0
3ppo,0
5nxy,0
4yik,0
5nut,0
2fw3,0
2rcu,0
1d5r,0
6ea2,0
1y2b,0
3udy,0
4z0f,0
6n7q,0
4z0d,0
6n87,0
4z0e,0
b8d8,1
5xkm,0
5f3i,0
4g2r,0
2mkr,0
6h4y,0
3qnd,1
5fue,0
6pi7,0
3omg,0
5ygd,0
4b9w,0
3omc,0
5ygf,0
2w3k,0
2ypp,0
4jmu,0
2lyb,0
2lya,0
2k4i,0
2cfg,0
2cfd,0
4btw,1
4bty,1
4btx,1
2Y74,1
b434,1
2idk,0
3dla,0
4uvx,0
4cbt,0
5osy,0
5bv3,0
3bla,0
3bl9,0
3bl7,0
6fdq,0
6fdu,0
6k4r,0
4l1u,0
2r6f,0
4usi,0
2fah,1
2o1v,0
3hu2,0
4ona,0
3v5p,0
3sxf,0
3t3u,0
3v5t,0
3v51,0
3upz,0
4mxa,0
4mx9,0
3mwu,0
3t3v,0
3sx9,0
6bfa,0
3upx,0
3ncg,0
4yjn,0
4m84,0
3i7b,0
3i7c,0
3n51,0
4u6x,0
5v84,0
4lzs,0
6fo5,0
3u5j,0
4kcx,0
5i88,0
5i7y,0
5cqt,0
3u5l,0
4lzr,0
5i7x,0
5i80,0
5dbm,0
4cfl,0
5f62,0
5y8y,0
6cks,0
5d0c,0
5d3l,0
5acy,0
5tb6,0
5mlj,0
4rvr,0
6ckr,0
4wiv,0
5d3j,0
5u28,0
5lvq,0
5f63,0
5j0d,0
3p5o,0
5n18,0
5h85,0
4yk0,0
5mgf,0
5n17,0
5mmg,0
5f2p,0
5f25,0
4qb3,0
5dw2,0
5ep7,0
5fe6,0
5ji8,0
2yel,0
4ogj,0
5cp5,0
2yek,0
5dlx,0
4nra,0
5fe9,0
5nlk,0
5fe7,0
5mpk,0
6fgg,0
4nue,0
5i1q,0
5tpx,0
5e74,0
5mqe,0
5e73,0
2ydw,0
4nuc,0
4lyw,0
5ula,0
4xya,0
4xy8,0
5f61,0
5d3h,0
4mr3,0
5eis,0
5f5z,0
5d3n,0
5f60,0
5lvr,0
5dx4,0
5mge,0
4flp,0
5f1h,0
3zyu,0
5mgk,0
5y94,0
5mg2,0
5eng,0
5khm,0
4tqn,0
5d24,0
5igm,0
5mme,0
5mgj,0
5egu,0
5d25,0
5mpn,0
6e4a,0
5cy9,0
5eu1,0
4uyf,0
5mpz,0
4alg,0
4f3i,0
6k05,0
6ay3,0
4meq,0
3uvw,0
5ktu,0
6df7,0
6prt,0
6hov,0
5i86,0
5a85,0
5orb,0
5z5v,0
6djc,0
4clb,0
6czu,0
6ay5,0
4mep,0
4uit,0
4o78,0
5l98,0
6cd5,0
6fqo,0
4o76,0
5l96,0
4uiz,0
4o71,0
6fr0,0
4o7a,0
5ei4,0
4o7f,0
4o70,0
4ir6,0
5l97,0
4o77,0
6ft4,0
4uiu,0
5l99,0
6cd4,0
6frf,0
6ft3,0
6bqa,0
5u2f,0
3muk,0
5y8c,0
6fqu,0
5y1y,0
4xua,0
4c66,0
5lrq,0
5w0i,0
5mkx,0
5n16,0
6mo8,0
4x2i,0
6ciy,0
2rnx,0
5f1l,0
5ti3,0
5ti4,0
5mky,0
3aqa,0
4z1q,0
4qbm,0
5w0f,0
4bjx,0
5ti5,0
2rnw,0
4e96,0
5vom,0
5ti2,0
1wum,0
6mo7,0
4a9i,0
2rny,0
6alc,0
5mgg,0
4a9n,0
6mo9,0
5hls,0
6fg6,0
5lj2,0
3uw9,0
4akn,0
6fgf,0
5hcl,0
4uyd,0
4hxm,0
4yy6,0
4pce,0
4yyn,0
6dne,0
6c7r,0
4yyi,0
4bw1,0
5ku3,0
6psb,0
3jvk,0
4hxl,0
6g0q,0
4qr3,0
6df4,0
5i40,0
5hm0,0
4qr4,0
5or9,0
4cl9,0
5ktx,0
4men,0
4j0r,0
5yov,0
5fdz,0
5i83,0
6czv,0
4qr5,0
5nne,0
4nud,0
1jm4,0
5ktw,0
4j0s,0
4meo,0
4hbw,0
4ps5,0
6bqd,0
4o7e,0
5mli,0
4o7b,0
5d3s,0
4hby,0
4z6h,0
5lpj,0
5y8z,0
4uiw,0
5ml0,0
5lpm,0
3p1d,0
5kj0,0
5nu3,0
4o72,0
4o75,0
5luu,0
4uiy,0
6kmj,0
4o7c,0
4z6i,0
5u2e,0
4hbx,0
4mr4,0
4hbv,0
4xub,0
4ir5,0
5nu5,0
4o74,0
4uix,0
2l84,0
4uiv,0
5lpl,0
4xy9,0
5lpk,0
6ajx,0
5h21,0
5ti7,0
5mgl,0
5y93,0
5w0q,0
6cis,0
5wuu,0
4z1s,0
5mgm,0
6cj1,0
5l8t,0
5ti6,0
5n49,0
4a9m,0
1wug,0
6afr,0
3mxf,0
5igk,0
5mkz,0
5w0l,0
5w0e,0
4yh3,0
4yh4,0
6fnx,0
5m3a,0
6fgl,0
4nrb,0
4ogi,0
4pci,0
4bw3,0
5a5s,0
6ps9,0
4hxr,0
6fh6,0
4bw4,0
5z1r,0
5lj1,0
5twx,0
6hdq,0
5dlz,0
4uyh,0
4nrc,0
4qzs,0
5z1t,0
5z1s,0
4yym,0
6axq,0
6fh7,0
4hxs,0
5m39,0
4bw2,0
4j1e,0
5wa4,0
5w99,0
6tyz,0
4nrp,0
5iz8,0
4yje,0
4yjl,0
4yk6,0
5b6g,0
5iza,0
5iz6,0
5iz9,0
4q3s,0
3ux0,0
4lko,0
2ole,0
3sww,1
2oag,0
4jh0,0
3nox,1
2g63,0
2g5p,0
2i3z,0
1orw,1
3f8s,1
4j3j,0
3opm,1
3g0g,1
1nu8,1
2gbi,0
2gbg,0
5y7h,0
2gbf,0
2ogz,0
3kwj,1
2oqi,0
2g5t,0
2i03,0
2qky,0
5y7k,0
3bjm,1
5y7j,0
4pv7,0
3kwf,1
2ajl,1
2rgu,1
2oqv,0
3sx4,1
3SX4,1
3NOX,1
3F8S,1
2JID,1
1NU8,1
3SWW,1
2RGU,1
2AJL,1
3Q0T,1
3BJM,1
3KWJ,1
3KWF,1
b0c9,1
b5b0,1
b5c9,1
b5d6,1
b603,1
b621,1
b640,1
b708,1
b742,1
b7d8,1
b829,1
b88f,1
1bo5,1
5gn6,0
5gn5,0
4jt8,0
2lk1,0
4uvv,0
4n7h,0
2ez5,0
1i8h,0
2m3o,0
2jo9,0
2ltx,0
2ltv,0
2ltw,0
2lty,0
1k9r,0
1i5h,0
1jmq,0
2n8t,0
2ltz,0
1k9q,0
4ia0,0
5t1a,0
2ja3,0
2j9l,0
3lp0,0
3qxh,0
4res,1
3s7f,0
1jje,0
1o34,0
1nfs,0
4j2c,0
5x13,0
4eh3,0
3gcp,1
2bal,0
2zb1,0
3huc,0
5mty,1
5etf,0
5mtx,1
5wjj,0
1ywr,0
3mvl,0
5ml5,1
6hwv,1
5eko,0
3gcv,1
2qd9,0
3bx5,0
3nww,0
3ctq,0
2rg6,0
3hv4,0
6sfi,0
4eh5,0
3hv5,0
3bv2,0
6HWV,1
3ODZ,1
5MTX,1
5MTY,1
3GCP,1
3GCV,1
5ML5,1
5kzp,0
5tqf,0
4htp,0
5tw3,0
4yyl,0
3moe,0
4mh7,0
5e5g,0
4ret,1
2yof,0
3tmk,0
2w0s,0
2yoh,0
2yog,0
5a5z,0
2wo9,0
4j1k,0
4knr,0
5k0b,0
3tdc,0
5ctc,0
2x24,0
5ctb,0
5cte,0
1w2x,0
4wz8,0
3h0j,0
3h0q,0
4wyo,0
3ff6,0
3tv5,0
3tvw,0
1uys,0
3h0s,0
6g8i,0
3va4,0
3unn,0
3q8h,0
3ern,0
3eor,0
5ESZ,1
2ycm,0
3f0r,0
4l7b,0
1rq2,0
3d3p,0
4b7q,1
1lev,1
1o3e,0
6e49,0
1vyj,0
5mav,0
5iy4,0
5yco,0
3wgw,0
5mlo,0
6qc0,0
6qcg,0
1qm4,0
5ugh,0
1shc,0
6c7j,0
1ztq,0
1v2q,0
1gux,0
1o9k,0
4u0u,0
4u0s,0
3u7k,0
4ft2,0
1pwp,0
4d1b,0
6g2a,0
2ow0,0
5wg9,0
5oy3,0
5he2,0
5k5n,0
3zrk,0
6gn1,0
4pte,0
5hlp,0
5kpl,0
5kpm,0
3d94,0
4hwb,0
3u7l,0
2pv3,0
3dpe,0
1gu3,1
1GU3,1
b277,1
3hs8,0
1w80,0
1v2v,0
4pl5,0
1o3b,0
6bh8,0
1ugp,0
5jf7,0
4inb,0
4dtt,0
4abj,0
3uwk,0
4tmk,0
5tmp,0
4gfd,0
4hdc,0
4qga,0
4qgf,0
4qgh,0
4gsy,0
4qg7,0
4qgg,0
3uxm,0
3uwo,0
4hlc,0
4hld,0
4hej,0
3hyf,0
4z0u,0
3qio,0
4qag,0
3qin,0
5nib,0
4pov,0
3rlb,0
4pop,1
4N4D,1
4MHW,1
4MUU,1
4POP,1
4pio,0
3hvk,0
5yhl,0
6iiu,0
6iiv,0
5ywy,0
1fo2,0
4ayp,1
4ayq,0
4ayr,0
1X9D,1
1DL2,1
5KKB,1
5KIJ,1
5KK7,1
2RI9,1
b388,1
b406,1
b6d9,1
b811,1
2puy,0
2woa,0
5jfr,0
5v2p,0
4h4d,0
4h4e,0
2fm5,0
4y94,0
5i38,0
5a6a,0
5a6k,0
2epn,0
5a6b,0
5a69,0
2xuz,0
4mm5,0
4y5s,0
4pji,0
4n4t,0
2lha,0
2yc5,0
4nan,0
2yc3,0
5cpr,0
4au7,0
1o3k,0
5v13,0
3nht,0
3nhi,0
3dzt,0
3ny3,0
5tdb,0
3nin,0
3nii,0
1m6p,1
3pn3,0
4odn,0
1c3r,0
2ow9,0
5joh,0
4caf,0
4igq,0
2ybp,0
4ura,0
2ybk,0
5f37,0
5f39,0
5vgi,0
6h4w,0
6h4p,0
2xml,0
5anq,0
5f2w,0
2w2i,0
2wwj,0
2oq6,0
2ybs,0
6h4u,0
5f5i,0
6h4r,0
5f32,0
5f3e,0
5ly2,0
6h4s,0
6h4t,0
5f3c,0
6h4o,0
4bis,0
2vd7,0
5f2s,0
3pdq,0
6etg,0
3st6,0
3veh,0
3rv8,0
3rv9,0
3rv7,0
3rv6,0
6fgc,0
5k32,0
1cp6,0
6p5v,0
5v88,0
5v86,0
6p5w,0
6bg3,0
5v83,0
6bg5,0
3jsw,0
3sw9,0
5uah,0
3eou,0
1rxp,0
4nw7,0
6g86,0
5v40,0
5v3y,0
5v3x,0
5v42,0
5v41,0
5c91,0
5hja,0
4d1y,0
5apj,0
5lca,0
4wzv,0
4re9,0
4xcb,0
2wot,0
3tzm,0
5e8w,0
2x7o,0
3gxl,0
5usq,0
5e91,0
3kcf,0
5e90,0
5qik,0
5qil,0
1py5,0
5qim,0
5e8z,0
6b8y,0
3hmm,0
1vjy,0
3faa,0
2wou,0
1rw8,0
2wo8,0
1gzg,0
1o32,0
5boy,0
1iup,0
2wuf,0
5hka,0
3ant,0
3ans,0
5hk9,0
5jzb,0
5hkb,0
4yx9,0
5jzs,0
4jnc,0
4x6y,0
5jz9,0
6fr2,0
4x6x,0
6hgv,0
6hgx,0
3pdc,0
3h91,0
5epk,0
2rvn,0
2jbv,0
1NAA,1
7VZS,1
4YNU,1
b17e,1
b1b0,1
b1f5,1
b238,1
b33c,1
b39b,1
b3e4,1
b7e8,1
b8b6,1
b91a,1
b91f,1
6fkz,0
3u1i,0
5yof,0
5zmq,0
5h6v,0
5zms,0
3e90,0
5zob,0
5i5x,0
2abj,0
4imq,0
5k0c,0
4u0n,0
4u0m,0
4u03,0
2yjq,1
3II1,1
2EQD,1
2YIH,1
2EO7,1
2EEX,1
2E0P,1
2EJ1,1
b13f,1
b181,1
b268,1
b275,1
1wax,0
3lp1,0
3cii,0
2YHF,1
6r0x,1
6R0X,1
1pxh,0
1gvk,0
5lcf,0
2o4h,0
4uvw,0
5iu4,0
4od7,0
6poq,0
4zij,0
4tky,0
6poh,0
4wey,0
4wf4,0
6pml,0
2ndo,0
6pvy,0
1wkm,0
5ni5,0
5wap,0
6e13,0
3q7j,0
5tqg,0
2zvj,0
3ao1,0
5v8p,0
5wb3,0
5ku9,0
3mle,0
4htx,0
3cjo,0
4lte,0
1g9a,0
6fdp,0
3upv,0
6q3q,0
6efk,0
6fdt,0
6hpg,0
4u91,0
5v1d,0
3wqm,0
4uuq,0
6bq0,0
6ax1,0
5zun,0
2wic,0
6e8k,0
6e8m,0
4nrq,0
2hb9,0
4gh6,0
4jt9,0
4q3r,0
6gxa,0
6ba7,0
2wfg,0
5fog,0
5fol,0
5agj,0
5agi,0
5fom,0
6g28,0
5t1i,0
3q6s,0
6dd1,0
6k4t,0
6k4x,0
5hh5,0
2gfk,0
1jt1,0
2gfj,0
b4c9,1
830c,0
3d3x,0
3c8a,0
3c88,0
3c89,0
3qw5,0
3qiy,0
3ddb,0
3qw6,0
3qw8,0
3ds9,0
3qw7,0
3nf3,0
2ima,0
3qiz,0
3qj0,0
4hev,0
3dda,0
2ilp,0
2r0y,0
6o2p,1
5k0j,0
5k6s,0
5swf,0
1flm,0
4u0g,0
3P2L,0
6pka,0
6cfd,0
5dl1,0
1bji,1
6hmy,1
1xxe,0
5v2l,0
3qt6,0
4du8,0
4dpy,0
3qt7,0
4dpt,0
4dpu,0
4qp1,0
1pme,0
4qp2,0
6g91,0
6g9a,0
2y9q,0
6gjb,0
6ge0,0
6gjd,0
5lcj,0
4xj0,0
6g9k,0
6g92,0
6g9d,0
6g9j,0
4qpa,0
4qp6,0
4j1c,0
3gf2,0
4uvy,0
1c3i,0
2fme,0
5kv8,1
1v79,0
5lch,0
3ds3,0
3ds1,0
3ds0,0
2l6e,0
3ds4,0
6fne,0
3aje,0
5c6p,0
7rgp,0
3tf7,0
5yy4,0
7e32,0
7x5h,0
7yac,0
7yae,0
7x1t,0
7x1u,0
7dw9,0
7sbf,0
7ran,0
7vkt,0
7vv5,0
8hs3,0
7t10,0
7t11,0
7euo,0
7ykd,0
7x9y,0
7vl9,0
7vl8,0
7w56,0
8hbd,0
7srr,0
7vfx,0
7wj5,0
7l1v,0
7xav,0
7xat,0
7xau,0
7ejx,0
7y89,0
7xmt,0
7wq3,0
7vuy,0
7vuz,0
7scg,0
7jvr,0
7t2h,0
7na8,0
7s8o,0
7s8m,0
7t6u,0
7ys6,0
6n4b,0
8hcx,0
8hcq,0
8id9,0
7y12,0
7y15,0
6kpf,0
7na7,0
7wz4,0
7xbd,0
4uu9,0
3qxv,0
1i8i,0
5ivn,0
5usf,0
4rzc,1
4u3x,0
4pgj,0
2ybr,0
6sc5,0
4kfz,0
7xqv,0
5dhv,0
6sc6,0
6sc7,0
6sc8,0
6sc9,0
6cf2,0
5lbs,0
2vyr,0
6sge,0
5f1k,0
7sk3,0
2yc1,0
7sak,0
4y5y,0
4y5v,0
7vke,0
5dmj,0
7d6y,0
7sk8,0
6xw6,0
7d8b,0
5n88,0
7xtp,0
5yoy,0
6MID,1
7T4Q,1
7LBG,1
7KDU,1
4RZC,1
3ZTN,1
2AEP,1
2AEQ,1
8e9z,0
7e33,0
7eo2,0
7eo4,0
7xw9,0
7vv3,0
7yoo,0
7f2o,0
8e9y,0
8e9w,0
7vla,0
7y66,0
7y67,0
7y64,0
8efo,0
7w55,0
7y26,0
8g94,0
6kpg,0
7xms,0
7cmu,0
7cmv,0
7xk2,0
7p00,0
7vie,0
7vif,0
7vig,0
7vih,0
7s8n,0
7s8l,0
7s8p,0
7p02,0
8dwg,0
8dwc,0
6os9,0
7t6s,0
7wic,0
7wig,0
8dpf,0
3gkz,1
7xjk,0
7xjl,0
7yon,0
7yk7,0
7yk6,0
7f4f,0
8dph,0
8dpi,0
8dpg,0
8id4,0
7vdh,0
7vdm,0
7y27,0
8g59,0
7xa3,0
7ryc,0
7wyb,0
8fmz,0
8id3,0
8id6,0
8id8,0
4dk3,0
7r1z,0
4dk6,0
7sai,0
7r23,0
4i13,0
4i1n,0
6svl,0
7uvs,0
5nbw,0
1m7d,1
3uyr,0
6cdp,0
1q72,0
4uin,0
1zea,0
4yho,0
1mh5,0
2c1p,0
2r0z,0
1flr,0
1jgl,0
1m7i,1
3kdm,0
1i7z,0
1pz5,0
5dyo,0
5tkj,0
1kel,0
6cdo,0
1mjj,0
4jn2,0
5tkk,0
1aj7,0
2cgr,0
2pcp,0
1gaf,0
1y0l,0
4yhm,0
1igj,0
1qyg,0
1c5c,0
3ifl,0
1fl3,0
2hkf,0
3ijh,1
6azk,0
4hs8,0
6azl,0
4hs6,0
6c5k,1
2mpa,0
3ggw,0
2r1w,1
5dd0,0
1dbj,0
5t6p,0
4xh2,0
4xgz,0
5e2v,0
5etu,0
3oay,1
6c5j,1
6ncp,0
3u0t,0
5e2w,0
5i2i,0
1dbb,0
5vzy,0
1dbk,0
6df1,0
2y6s,0
4nhc,0
2fx8,0
1f90,0
4jg1,0
4gw5,0
3g5v,0
5icz,0
5wtt,0
1mj7,0
4jg0,0
2fx9,0
3g5y,0
4ngh,0
2fx7,0
6cdm,0
5cin,0
5iop,0
1kc5,0
6me1,0
4yhz,0
3fn0,0
4jfx,0
6b5o,0
5id1,1
1n7m,0
1tet,0
4wht,0
3hzy,1
5t1k,0
6pyd,0
1him,0
6pyc,0
3ifo,0
5myk,0
4wy7,0
4j8r,0
2z92,0
1fl6,0
2or9,0
5ivz,0
3ls4,0
3iet,1
6mqm,0
5myx,0
3ijy,1
1ct8,0
6au5,0
1c12,0
6ayn,0
6c5h,1
3ikc,1
1axs,0
1ngw,0
6df2,0
6cse,0
5i8c,0
5itf,0
3ob0,1
5hyq,1
3o6l,0
5icy,0
3eyf,0
4uil,0
4fab,0
5cil,0
3i02,1
5th2,0
3eys,0
4gw1,0
1kcs,0
5eoc,0
3qg6,0
3ubx,1
2eh8,0
5icx,1
3o6m,0
3eyu,0
2hrp,0
4m48,0
4o4y,0
5zia,0
4z7q,1
5xjm,0
4yhp,0
4why,0
1ibg,0
4jfz,0
6b5m,0
1a0q,0
6axl,0
3ifp,0
6m87,0
1mpa,0
4onf,0
2xzc,0
6axp,0
5myo,0
5m63,1
1fig,0
2g2r,0
5iv2,0
5esq,0
2dbl,0
6xtg,1
4tuo,1
1zls,1
1zlu,1
1zlv,1
6nuy,1
1cly,1
1clz,1
3oau,1
6n2x,1
1zlw,1
1op3,1
1op5,1
7uen,1
7uem,1
3eyv,1
4odv,1
4odt,1
6ug7,1
6ug8,1
6ug9,1
7jvd,1
3hns,1
3hnv,1
3hnt,1
6nv0,1
4ptu,1
4hij,1
4hii,1
4hih,1
6n35,1
6xuk,1
4z8f,0
1cbv,0
7mlx,0
6mwn,0
6db8,0
6db9,0
1i8m,0
1keg,0
8d29,0
8dp3,0
2r8s,0
1ehl,0
7u0y,0
7szu,0
2ok0,0
6idg,0
5e08,0
8dk7,0
4kze,0
7v5n,0
6x5m,0
6u8d,0
6u8k,0
3vw3,0
1xf2,0
6b14,0
6b3k,0
4q9q,0
6xjy,0
6xjz,0
6xjq,0
6xjw,0
2atk,0
7ket,0
5wux,0
6iap,0
4uuj,0
7mhr,0
7mhx,0
1iqd,0
5vjq,0
6m58,0
5j9p,0
6phb,0
6phc,0
4ogx,0
4ogy,0
4xzu,0
7keo,0
1h0d,0
4lcu,0
7xnf,0
5o14,0
7rxp,0
5o1r,0
1r3l,0
1r3i,0
1r3j,0
1r3k,0
5mi0,0
6lz9,0
6o41,0
1mlc,0
5d8j,0
5ebl,0
5ebw,0
1ztx,0
3d85,0
6nmu,0
6nmt,0
6nmr,0
7sbz,0
5h35,0
7ahu,0
4ypg,0
6wmw,0
6o2b,0
6o2a,0
6o25,0
7pi7,0
4dw2,0
3iga,0
2jel,0
5vjo,0
4bz1,0
4bz2,0
6c9u,0
6ohg,0
6vln,0
5bk1,0
7rco,0
5w5x,0
5tih,0
4msw,0
6bpc,0
7lfb,0
7lf7,0
7lf8,0
4al8,0
5c0n,0
4ki5,0
4d3c,0
2hfe,0
5dfv,0
1oak,0
6u9s,0
1bql,0
1xgt,0
1xgu,0
1xgr,0
1xgp,0
1xgq,0
4lmq,0
7mdj,0
6xzw,0
7sjo,0
6ulf,0
6mlk,0
5vyf,0
6cyf,0
6xxv,0
6aod,0
4g3y,0
3u30,0
6b0g,0
6b0a,0
6b0h,0
4rrp,0
2itd,0
6dfi,0
6dfj,0
1k4c,0
3fb5,0
6fax,0
2bob,0
6i9i,0
3ldb,0
3ld8,0
6cbv,0
7c61,0
1wej,0
3skj,0
4g7v,0
4g7y,0
4cmh,0
3stz,0
3stl,0
2h9g,0
2jk5,0
7yxu,0
4f3f,0
6wzk,0
6wzj,0
6wzm,0
6wzl,0
6ywc,0
7bsd,0
6w0i,0
6w0h,0
6w0j,0
6w0g,0
6w0f,0
7dha,0
6xm2,0
1ors,0
6ayz,0
7ue9,0
7mub,0
6nfu,0
7lcv,0
1e6j,0
2ypv,0
4z5r,0
5f3h,0
1lk3,0
2ih3,0
5t5f,0
8f5n,0
5ebm,0
3hfm,0
5u3d,0
5eii,0
5vkd,0
5vke,0
5vkh,0
5vk6,0
4yue,0
5w2b,0
4lbe,0
1zwi,0
5vic,0
5vig,0
5mhr,0
6nms,0
5kvf,0
5kvg,0
5kvd,0
3gb7,0
3d9a,0
1ymh,0
5lqb,0
6fla,0
6flb,0
6flc,0
1ndm,0
1ndg,0
